unique_id,year,term,difficulty,topic,small_step,video_id,video_title,channel,duration_formatted,semantic_scores,instruction_quality_scores,combined_scores
Year 6_Spring__Statistics_Read and interpret pie charts,Year 6,Spring,,Statistics,Read and interpret pie charts,qxiU2e6qc3U|6piJRILEHRE|t4aAOzSNabI,How Do You Read and Interpret Pie Charts? | KS2 Maths Concept for Kids|How Do You Calculate Percentages Using Pie Charts? | KS2 Maths Concept for Kids|Drawing Pie Charts - GCSE Maths,Twinkl_Educational_Publishing|Twinkl_Educational_Publishing|1st_Class_Maths,00:06:20|00:06:07|00:07:11,0.8203|0.7749|0.7358,75.0|75.0|70.0,0.7922|0.7649|0.7215
Year 6_Spring__Statistics_Pie charts with percentages,Year 6,Spring,,Statistics,Pie charts with percentages,6piJRILEHRE|qxiU2e6qc3U,How Do You Calculate Percentages Using Pie Charts? | KS2 Maths Concept for Kids|How Do You Read and Interpret Pie Charts? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing|Twinkl_Educational_Publishing,00:06:07|00:06:20,0.8910|0.7751,75.0|75.0,0.8346|0.7651
Year 6_Spring__Statistics_Draw pie charts,Year 6,Spring,,Statistics,Draw pie charts,qxiU2e6qc3U|6piJRILEHRE|t4aAOzSNabI,How Do You Read and Interpret Pie Charts? | KS2 Maths Concept for Kids|How Do You Calculate Percentages Using Pie Charts? | KS2 Maths Concept for Kids|Drawing Pie Charts - GCSE Maths,Twinkl_Educational_Publishing|Twinkl_Educational_Publishing|1st_Class_Maths,00:06:20|00:06:07|00:07:11,0.7895|0.7631|0.7484,75.0|75.0|75.0,0.7737|0.7579|0.7491
Year 6_Spring__Statistics_The mean,Year 6,Spring,,Statistics,The mean,B1HEzNTGeZ4|iXBlpfusswM|0OTWzwAcyEU,"Math Antics - Mean, Median and Mode|Finding the Mean - Calculating and Interpreting Averages|Measures of Central Tendency - Understanding Mean, Median, and Mode",mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:11:04|00:10:10|00:09:13,0.9076|0.8033|0.8035,75.0|85.0|65.0,0.8446|0.8220|0.7421
Year 6_Summer__Shape_Measure and classify angles,Year 6,Summer,,Shape,Measure and classify angles,IR8A9eIUyDU|jh7Itc8Wn4A|mkGQFXtflrI,"Angles - Acute, Obtuse, Right, Measuring With a Protractor|Learn Angles Fast: Types & Protractor Tips|Lines and Angles: Part 1 - Recognizing Relationships Between Pairs of Lines and Angles",Miacademy_&_MiaPrep_Learning_Channel|Maths_with_Mrs_B|Miacademy_&_MiaPrep_Learning_Channel,00:09:57|00:04:48|00:09:27,0.8224|0.8072|0.7825,85.0|85.0|85.0,0.8335|0.8243|0.8095
Year 6_Summer__Shape_Calculate angles,Year 6,Summer,,Shape,Calculate angles,OOhkdNcvL7c|nsSH1ivI76g|2w9VjsjxalM,Types of Angles - Identify Angle Types and Relationships|Using Angle Relationships - Solve Triangle Angle Problems|How Do You Calculate Angles on a Straight Line? | KS2 Maths Concept for Kids,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Twinkl_Educational_Publishing,00:10:43|00:10:32|00:07:46,0.7977|0.7549|0.7640,85.0|85.0|75.0,0.8186|0.7929|0.7584
Year 6_Summer__Shape_Vertically opposite angles,Year 6,Summer,,Shape,Vertically opposite angles,ECw8rZA-4gQ|btu5YpCFlVA|g2eZ64jIlbA,Angle relationships: vertical angles (7th grade math)|How Do You Calculate Opposite Angles? | KS2 Maths Concept for Kids|Angle Vocabulary and Relationships - Geometry Terms for High School,Maths_4_Kids|Twinkl_Educational_Publishing|Miacademy_&_MiaPrep_Learning_Channel,00:02:31|00:07:29|00:10:11,0.9029|0.9233|0.8941,75.0|70.0|65.0,0.8417|0.8340|0.7964
Year 6_Summer__Shape_Angles in a triangle,Year 6,Summer,,Shape,Angles in a triangle,Vsd8ugRd50c|mLeNaZcy-hE|EjyVTEALoeo,Angles in a Triangle - Interior and Exterior Angles and Their Properties|Math Antics - Triangles|Triangles - Naming Triangles and Missing Angle Measurements,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:09:25|00:07:40|00:09:31,0.9479|0.9009|0.8736,85.0|85.0|85.0,0.9087|0.8805|0.8641
Year 6_Summer__Shape_Angles in a triangle – special cases,Year 6,Summer,,Shape,Angles in a triangle – special cases,EjyVTEALoeo|mLeNaZcy-hE|WGk4CbEsgVg,"Triangles - Naming Triangles and Missing Angle Measurements|Math Antics - Triangles|Angles, Triangles, and Quadrilaterals Wrap-Up - Review Basic Geometry",Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:09:31|00:07:40|00:09:25,0.8926|0.8431|0.8934,85.0|85.0|75.0,0.8756|0.8459|0.8361
Year 6_Summer__Shape_Angles in a triangle – missing angles,Year 6,Summer,,Shape,Angles in a triangle – missing angles,nsSH1ivI76g|EjyVTEALoeo|-DslPPwjrAo,"Using Angle Relationships - Solve Triangle Angle Problems|Triangles - Naming Triangles and Missing Angle Measurements|Classifying Triangles by Angles - Acute, Obtuse, and Right",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:10:32|00:09:31|00:10:11,0.8214|0.7877|0.7809,85.0|85.0|85.0,0.8328|0.8126|0.8086
Year 6_Summer__Shape_Angles in a quadrilateral,Year 6,Summer,,Shape,Angles in a quadrilateral,PbSxDvT-Phs|WjsS2FwTL-Y|vdzsxLv8Zyg,"Quadrilaterals - Naming Quadrilaterals: Parallelograms, Trapezoids, Rectangles, and More!|6 Kinds of Quadrilaterals|Math: Level E Course Wrap-Up - Fourth-Grade Math Review",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:08:25|00:02:49|00:10:00,0.8508|0.8817|0.8184,85.0|45.0|40.0,0.8505|0.7090|0.6511
Year 6_Summer__Shape_Angles in polygons,Year 6,Summer,,Shape,Angles in polygons,6Yc7w8VQ-eo|jJGNGc5_wMw,Interior Angles of a Polygon - Angle Sums in Geometry|How Do You Calculate Angles in Regular Polygons? | KS2 Maths Concept for Kids,Miacademy_&_MiaPrep_Learning_Channel|Twinkl_Educational_Publishing,00:11:23|00:09:42,0.9830|0.8422,85.0|75.0,0.9298|0.8053
Year 6_Summer__Shape_Circles,Year 6,Summer,,Shape,Circles,cC0fZ_lkFpQ|Uvm9P1Cs8a4|NhFA8otaa5w,"Math Antics - Circles, What Is PI?|Introduction to Circles - Identifying Radius, Diameter, Center & Circumference|Circles Unit Introduction - Learn the Basics of Circles",mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:07:58|00:12:58|00:03:06,0.7941|0.7679|0.7434,85.0|65.0|60.0,0.8164|0.7207|0.6860
Year 6_Summer__Shape_Draw shapes accurately,Year 6,Summer,,Shape,Draw shapes accurately,fqhF9ZZIoCA|61lZpLRnXUM|pBLGUZvDrdA,How Do You Draw 2D Shapes Accurately? | KS2 Maths Concept for Kids|2D and 3D shapes|Geometry Wrap-Up - Review and Practice for Assessment,Twinkl_Educational_Publishing|Goyal_Brothers_Prakashan|Miacademy_&_MiaPrep_Learning_Channel,00:08:06|00:05:37|00:02:37,0.7264|0.6541|0.6728,75.0|45.0|40.0,0.7358|0.5725|0.5637
Year 6_Summer__Shape_Nets of 3-D shapes,Year 6,Summer,,Shape,Nets of 3-D shapes,lpEupbktsX8|of_PKcmNTcA|cnySNeoPx50,How Do You Recognise Nets of 3D Shapes? | KS2 Maths Concept for Kids|Nets of 3D Figures|Nets - Corbettmaths,Twinkl_Educational_Publishing|Miacademy_&_MiaPrep_Learning_Channel|corbettmaths,00:05:13|00:03:30|00:09:49,0.9493|0.8807|0.7994,75.0|65.0|70.0,0.8696|0.7884|0.7597
Year 7_Autumn__Sequences_Describe and continue sequences,Year 7,Autumn,,Sequences,Describe and continue sequences,DdaHMUAN09k|KRFiAlo7t1E|riulsZ4XNTE,Introduction to Arithmetic Sequences- Algebra for Teens!|Explicit and recursive definitions of sequences | Precalculus | Khan Academy|Finding Missing Terms in Arithmetic Sequences,Miacademy_&_MiaPrep_Learning_Channel|Khan_Academy|Mathceratops,00:04:23|00:08:18|00:05:50,0.8276|0.7285|0.7145,85.0|65.0|65.0,0.8366|0.6971|0.6887
Year 7_Autumn__Sequences_Find the next term(s),Year 7,Autumn,,Sequences,Find the next term(s),DdaHMUAN09k|XvnzYHv9kOk|5Re3nbmqVaU,Introduction to Arithmetic Sequences- Algebra for Teens!|Patterns - Repeating and Growing Patterns With Shapes and Numbers|Number Sequencing - Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:09:46|00:03:14,0.8204|0.8063|0.7920,85.0|85.0|85.0,0.8322|0.8238|0.8152
Year 7_Autumn__Sequences_Linear and non-linear sequences,Year 7,Autumn,,Sequences,Linear and non-linear sequences,DdaHMUAN09k|ydjsZhX2NU8|cS0B0RYP85E,Introduction to Arithmetic Sequences- Algebra for Teens!|Nonlinear Sequences (With Examples)|Arithmetic Sequences - Practice Identifying and Creating Arithmetic Sequences,Miacademy_&_MiaPrep_Learning_Channel|Ben_Maths_Tutor|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:08:20|00:14:07,0.8042|0.8902|0.7485,85.0|70.0|85.0,0.8225|0.8141|0.7891
Year 7_Autumn__Sequences_Continue linear sequences,Year 7,Autumn,,Sequences,Continue linear sequences,DdaHMUAN09k|cS0B0RYP85E|ydjsZhX2NU8,Introduction to Arithmetic Sequences- Algebra for Teens!|Arithmetic Sequences - Practice Identifying and Creating Arithmetic Sequences|Nonlinear Sequences (With Examples),Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Ben_Maths_Tutor,00:04:23|00:14:07|00:08:20,0.7966|0.7212|0.6992,85.0|85.0|30.0,0.8180|0.7727|0.5395
Year 7_Autumn__Sequences_Continue non-linear sequences,Year 7,Autumn,,Sequences,Continue non-linear sequences,ydjsZhX2NU8|DdaHMUAN09k|8cKiweNbbbc,Nonlinear Sequences (With Examples)|Introduction to Arithmetic Sequences- Algebra for Teens!|Geometric Sequences- Algebra for Teens!,Ben_Maths_Tutor|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:08:20|00:04:23|00:03:53,0.8632|0.7647|0.7408,65.0|75.0|75.0,0.7779|0.7588|0.7445
Year 7_Autumn__Sequences_Term-to-term rules,Year 7,Autumn,,Sequences,Term-to-term rules,pLC_GqWxU2s|Dq5IU1ut4tg|JI4i1PqY4HM,Sequences (Term-to-term Rule) - GCSE Maths|Term to Term vs Position to term rules|Generate sequences given a rule in words,1st_Class_Maths|Duncan_Loweth|Lianne_Lauder,00:09:32|00:05:34|00:07:25,0.8469|0.8749|0.8591,75.0|65.0|65.0,0.8082|0.7850|0.7755
Year 7_Autumn__Sequences_Find missing terms E,Year 7,Autumn,,Sequences,Find missing terms E,DdaHMUAN09k|cS0B0RYP85E|iRIDdMRxju8,Introduction to Arithmetic Sequences- Algebra for Teens!|Arithmetic Sequences - Practice Identifying and Creating Arithmetic Sequences|Sequences & Series - Find The Missing Terms In The Arithmetic Sequence,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Algebra_Jedi,00:04:23|00:14:07|00:05:29,0.8447|0.7982|0.8153,85.0|75.0|65.0,0.8468|0.7789|0.7492
Year 7_Autumn__Algebraic notation_1-step function machines (number),Year 7,Autumn,,Algebraic notation,1-step function machines (number),5R-WjmWu9_Y|dx8ZRr5OlYI|a0z3hQ4Qtxw,Function machines|Evaluating Functions - How To Use Function Notation and Find Values|2 Step Function Machines,Maesteg_Maths|Miacademy_&_MiaPrep_Learning_Channel|Summerhill_Maths,00:05:27|00:12:09|00:08:25,0.8430|0.8366|0.8454,75.0|75.0|65.0,0.8058|0.8019|0.7672
Year 7_Autumn__Algebraic notation_1-step function machines (algebra),Year 7,Autumn,,Algebraic notation,1-step function machines (algebra),dx8ZRr5OlYI|-5dNI0YYlJs|xMNfgaq0gfI,Evaluating Functions - How To Use Function Notation and Find Values|Can you solve one step function machines?|Function Machines (2) F3-F5,Miacademy_&_MiaPrep_Learning_Channel|MRMAHeritage|Battersea_Classroom,00:12:09|00:04:02|00:04:32,0.7830|0.6684|0.6639,75.0|65.0|65.0,0.7698|0.6610|0.6583
Year 7_Autumn__Algebraic notation_Find a function (one step),Year 7,Autumn,,Algebraic notation,Find a function (one step),dx8ZRr5OlYI|jnguI1FtOjM|a0z3hQ4Qtxw,Evaluating Functions - How To Use Function Notation and Find Values|One Step Function Machines|2 Step Function Machines,Miacademy_&_MiaPrep_Learning_Channel|Miss_P-H|Summerhill_Maths,00:12:09|00:04:39|00:08:25,0.8433|0.7981|0.7906,85.0|65.0|65.0,0.8460|0.7389|0.7344
Year 7_Autumn__Algebraic notation_Substitution (one step),Year 7,Autumn,,Algebraic notation,Substitution (one step),Uu6uT3sFyNo|dx8ZRr5OlYI|xMNfgaq0gfI,Evaluating Algebraic Expressions: Part 1 - Substitution and GEMS|Evaluating Functions - How To Use Function Notation and Find Values|Function Machines (2) F3-F5,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Battersea_Classroom,00:14:08|00:12:09|00:04:32,0.7199|0.6702|0.6599,85.0|85.0|65.0,0.7719|0.7421|0.6559
Year 7_Autumn__Algebraic notation_2-step function machines (number),Year 7,Autumn,,Algebraic notation,2-step function machines (number),a0z3hQ4Qtxw|5R-WjmWu9_Y|jnguI1FtOjM,2 Step Function Machines|Function machines|One Step Function Machines,Summerhill_Maths|Maesteg_Maths|Miss_P-H,00:08:25|00:05:27|00:04:39,0.9156|0.8613|0.8217,75.0|75.0|65.0,0.8494|0.8168|0.7530
Year 7_Autumn__Algebraic notation_2-step function machines (algebra),Year 7,Autumn,,Algebraic notation,2-step function machines (algebra),a0z3hQ4Qtxw|xMNfgaq0gfI|-5dNI0YYlJs,2 Step Function Machines|Function Machines (2) F3-F5|Can you solve one step function machines?,Summerhill_Maths|Battersea_Classroom|MRMAHeritage,00:08:25|00:04:32|00:04:02,0.8546|0.8320|0.7894,65.0|65.0|60.0,0.7727|0.7592|0.7136
Year 7_Autumn__Algebraic notation_Find a function (two step),Year 7,Autumn,,Algebraic notation,Find a function (two step),is7Bp4ZqzU0|6YmTFcBZJoo|WZdZhuUSmpM,Model & Solve Two Step Equations THREE Ways | 7.EE.B.4.a 💚|Translating to Create Expressions – Learn How to Translate Between Words and Algebra|Introduction to Algebra: Using Variables,The_Magic_of_Math|Miacademy_&_MiaPrep_Learning_Channel|Professor_Dave_Explains,00:00:00|00:09:50|00:04:04,0.7469|0.7435|0.7376,85.0|85.0|75.0,0.7882|0.7861|0.7426
Year 7_Autumn__Algebraic notation_Substitution (two step),Year 7,Autumn,,Algebraic notation,Substitution (two step),Uu6uT3sFyNo|ABWiUiwTM-Q|-GTjXTNdiQU,"Evaluating Algebraic Expressions: Part 1 - Substitution and GEMS|Evaluating Expressions - Variables, Substitution, and Evaluation|Learn How To Evaluate Expressions with One Variable",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:14:08|00:09:56|00:08:21,0.7612|0.7433|0.7327,85.0|85.0|85.0,0.7967|0.7860|0.7796
Year 7_Autumn__Expressions and equations_Equality and equivalence,Year 7,Autumn,,Expressions and equations,Equality and equivalence,IK8qjqG98jc|mgHO-bsCDrA|mWUP7ni9JTs,Introduction to Expressions - Interpreting and Evaluating Numerical Expressions|Math Antics - Basic Inequalities|Intro to Equations For Kids!,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:12:37|00:12:32|00:05:29,0.8398|0.7853|0.7817,85.0|75.0|70.0,0.8439|0.7712|0.7490
Year 7_Autumn__Expressions and equations_Related facts,Year 7,Autumn,,Expressions and equations,Related facts,t5VzXmM7wLY|EZzJBOWSe0Y|1fTijiozePc,"Multiplication and Division Fact Families - Strategies for Practicing 0-12 Math Facts|Primary Maths Addition and Subtraction Fact Families - Confident Calculator|Grade 2 Math  2.3, Relating Addition and Subtraction",Miacademy_&_MiaPrep_Learning_Channel|The_Confident_Calculator_with_Ms_Rob|JoAnn's_School,00:10:41|00:05:36|00:05:09,0.7389|0.7493|0.7351,85.0|75.0|70.0,0.7833|0.7496|0.7210
Year 7_Autumn__Expressions and equations_Like and unlike terms,Year 7,Autumn,,Expressions and equations,Like and unlike terms,mw0AsqKjHtg|VJWc9UdxwA4|DKC74YKJpNY,Like Terms - How To Spot Like Terms in Expressions|Combining Like Terms - How To Identify and Combine Like Terms in Algebra|Algebra Basics: Simplifying Polynomials - Math Antics,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:10:19|00:16:03|00:10:43,0.9120|0.8555|0.8795,85.0|85.0|75.0,0.8872|0.8533|0.8277
Year 7_Autumn__Expressions and equations_Collect like terms,Year 7,Autumn,,Expressions and equations,Collect like terms,wk5KvvPNyJU|mw0AsqKjHtg|DKC74YKJpNY,Combining Like Terms - How To Simplify Algebraic Expressions|Like Terms - How To Spot Like Terms in Expressions|Algebra Basics: Simplifying Polynomials - Math Antics,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:10:14|00:10:19|00:10:43,0.8484|0.8130|0.7697,85.0|85.0|85.0,0.8491|0.8278|0.8018
Year 7_Autumn__Expressions and equations_Solve 1-step equations (+/–),Year 7,Autumn,,Expressions and equations,Solve 1-step equations (+/–),wVtyOmLCso4|qg5hCaZlKEY|LDIiYKYvvdA,How to Solve One-Step Equations (Step-by-Step Examples)|Solving Equations Using Substitution - What Does It Mean To Solve an Equation?|Algebra Basics: Solving 2-Step Equations - Math Antics,Math_with_Mr._J|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:19:23|00:08:17|00:10:29,0.8063|0.8003|0.7621,85.0|85.0|65.0,0.8238|0.8202|0.7172
Year 7_Autumn__Expressions and equations_Solve 1-step equations (x/÷),Year 7,Autumn,,Expressions and equations,Solve 1-step equations (x/÷),wVtyOmLCso4|XhBlKqxFu08|LDIiYKYvvdA,How to Solve One-Step Equations (Step-by-Step Examples)|How to Solve One-Step Equations (Multiplication and Division) | Math with Mr. J|Algebra Basics: Solving 2-Step Equations - Math Antics,Math_with_Mr._J|Math_with_Mr._J|mathantics,00:19:23|00:05:15|00:10:29,0.8018|0.8062|0.8054,85.0|75.0|75.0,0.8211|0.7837|0.7833
Year 7_Autumn__Expressions and equations_Solve 2-step equations,Year 7,Autumn,,Expressions and equations,Solve 2-step equations,is7Bp4ZqzU0|LDIiYKYvvdA|7nUXDF4co_w,Model & Solve Two Step Equations THREE Ways | 7.EE.B.4.a 💚|Algebra Basics: Solving 2-Step Equations - Math Antics|Two-Step Equations: Part 1 - Solving With Inverse Operations,The_Magic_of_Math|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:00:00|00:10:29|00:12:20,0.8460|0.8329|0.7980,85.0|85.0|85.0,0.8476|0.8397|0.8188
Year 7_Autumn__Place value ordering and rounding_Write integers in numerals and words,Year 7,Autumn,,Place value ordering and rounding,Write integers in numerals and words,ToqaLe33geU|b4qVmYYCTE8|5orX2EwvaXE,Place Value to the Millions - Places and Values of Numbers to the Millions Place|HOW TO READ & WRITE NUMBERS UP TO 1 MILLION | GRADE 4|Reading and Writing Numbers Up to Hundred Thousand in Words and in Symbols,Miacademy_&_MiaPrep_Learning_Channel|Sheena_Doria|Teacher_M,00:09:07|00:06:52|00:07:08,0.7632|0.7577|0.7724,85.0|85.0|60.0,0.7979|0.7946|0.7034
Year 7_Autumn__Place value ordering and rounding_Intervals on a number line,Year 7,Autumn,,Place value ordering and rounding,Intervals on a number line,b7QC4MzzzTs|V44Jxn3ZupQ|sWNRQI85E_E,The Number Line: Part 1 - Learn How To Construct and Use a Number Line|Ordering Rational Numbers - Ascending and Descending Order|How to Use a Number Line to Solve Problems,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:10:42|00:11:32|00:04:21,0.8268|0.7988|0.7570,85.0|85.0|65.0,0.8361|0.8193|0.7142
Year 7_Autumn__Place value ordering and rounding_Compare and order integers,Year 7,Autumn,,Place value ordering and rounding,Compare and order integers,id1vc2etwNU|LVGK_wA0z8s|bg3FTgTmfkE,Comparing and Ordering Decimals and Fractions - Learn To Compare Numbers for Kids|Comparing Numbers to the Millions - How to Compare and Order Whole Numbers|Comparing & Ordering Three-Digit Numbers,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:11:16|00:10:07|00:10:19,0.8703|0.8665|0.8342,85.0|85.0|85.0,0.8622|0.8599|0.8405
Year 7_Autumn__Place value ordering and rounding_Place value for decimals,Year 7,Autumn,,Place value ordering and rounding,Place value for decimals,wF7MvBUqH58|BsZJGMRWEK0|b4qVmYYCTE8,"Place Value to the Hundredths - How To Read, Write, and Represent Decimals to the Hundredths Place|Place Value to the Thousandths - Representing Decimal Numbers|HOW TO READ & WRITE NUMBERS UP TO 1 MILLION | GRADE 4",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Sheena_Doria,00:10:02|00:11:30|00:06:52,0.8645|0.8456|0.8473,85.0|85.0|65.0,0.8587|0.8473|0.7684
Year 7_Autumn__Place value ordering and rounding_Decimals on a number line,Year 7,Autumn,,Place value ordering and rounding,Decimals on a number line,id1vc2etwNU|V44Jxn3ZupQ|y4yxjqzIFM4,Comparing and Ordering Decimals and Fractions - Learn To Compare Numbers for Kids|Ordering Rational Numbers - Ascending and Descending Order|Interpret Change in Exponential Models (changing units) - Models With Different Units of Time,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:11:16|00:11:32|00:09:48,0.7471|0.7928|0.7393,85.0|75.0|45.0,0.7882|0.7757|0.6236
Year 7_Autumn__Place value ordering and rounding_Compare and order decimals,Year 7,Autumn,,Place value ordering and rounding,Compare and order decimals,id1vc2etwNU|rALUd3wW29s|NtLl_hT9esM,Comparing and Ordering Decimals and Fractions - Learn To Compare Numbers for Kids|Comparing Decimal Numbers - Math Antics Extras|How to Compare Decimals | Math with Mr. J,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Math_with_Mr._J,00:11:16|00:05:04|00:11:38,0.9462|0.9151|0.8362,90.0|85.0|85.0,0.9277|0.8891|0.8417
